label,perc
ailes,0.405
roger,0.265
fox,0.261
harassment,0.248
allegations,0.132
trump,0.11800000000000001
carlson,0.107
o'reilly,0.10300000000000001
weinstein,0.1
abuse,0.068
gretchen,0.062
assault,0.061
harvey,0.059000000000000004
misconduct,0.055
media,0.054000000000000006
hashtag,0.054000000000000006
cosby,0.048
accusations,0.048
ceo,0.044000000000000004
campaign,0.036000000000000004
sued,0.035
lawsuit,0.034
america,0.032
victims,0.028999999999999998
anchor,0.028999999999999998
twitter,0.026000000000000002
scandal,0.026000000000000002
workplace,0.025
donald,0.025
tweet,0.023
metoo,0.023
republican,0.02
pageant,0.02
resigned,0.019
women's,0.018000000000000002
arbitration,0.018000000000000002
advances,0.018000000000000002
ousted,0.017
roy,0.016
sexually,0.015
kelly,0.015
revelations,0.013999999999999999
halperin,0.013999999999999999
defended,0.013999999999999999
rally,0.013000000000000001
predators,0.013000000000000001
moore,0.013000000000000001
journalist,0.013000000000000001
facebook,0.013000000000000001
enabled,0.013000000000000001
burke,0.013000000000000001
tarana,0.012
producer,0.012
porter,0.012
network's,0.012
mocked,0.012
milano,0.012
complaints,0.012
clinton,0.012
clause,0.012
thomas,0.011000000000000001
senate,0.011000000000000001
matt,0.011000000000000001
washington,0.01
warren,0.01
survivors,0.01
nbc,0.01
kavanaugh,0.01
democratic,0.01
apologized,0.01
anita,0.01
american,0.01
advocate,0.01
swimsuit,0.009000000000000001
moonves,0.009000000000000001
lauer,0.009000000000000001
high-profile,0.009000000000000001
headlines,0.009000000000000001
conservative,0.009000000000000001
clarence,0.009000000000000001
activist,0.009000000000000001
violence,0.008
ultimately,0.008
reportedly,0.008
president's,0.008
ongoing,0.008
mogul,0.008
longtime,0.008
gillibrand,0.008
dozens,0.008
channel,0.008
california,0.008
alyssa,0.008
usa,0.006999999999999999
unleashed,0.006999999999999999
tv,0.006999999999999999
toback,0.006999999999999999
supreme,0.006999999999999999
settlements,0.006999999999999999
reckoning,0.006999999999999999
presidential,0.006999999999999999
predatory,0.006999999999999999
outpouring,0.006999999999999999
news's,0.006999999999999999
lawmakers,0.006999999999999999
kevin,0.006999999999999999
john,0.006999999999999999
election,0.006999999999999999
disgraced,0.006999999999999999
contestants,0.006999999999999999
congress,0.006999999999999999
camerota,0.006999999999999999
bannon,0.006999999999999999
backlash,0.006999999999999999
time's,0.006
supporter,0.006
spacey,0.006
serial,0.006
rob,0.006
retaliation,0.006
professor,0.006
outrage,0.006
mandatory,0.006
kirsten,0.006
james,0.006
industries,0.006
hiring,0.006
founder,0.006
flood,0.006
feminists,0.006
elizabeth,0.006
dismissed,0.006
discrimination,0.006
corporate,0.006
confidentiality,0.006
co-founder,0.006
celebrities,0.006
viral,0.005
victory,0.005
steve,0.005
spotlight,0.005
sparked,0.005
sheer,0.005
rolling,0.005
pushing,0.005
posting,0.005
ouster,0.005
montana,0.005
momentum,0.005
mockery,0.005
mistreatment,0.005
luhn,0.005
litigated,0.005
legacy,0.005
laurie,0.005
jury,0.005
journal,0.005
jordan,0.005
interactions,0.005
hearings,0.005
gender,0.005
fueled,0.005
franken,0.005
focused,0.005
empowered,0.005
downfall,0.005
credited,0.005
contributor,0.005
complaining,0.005
careers,0.005
brett,0.005
bolton,0.005
bloom,0.005
alabama,0.005
wrongdoing,0.004
wieseltier,0.004
united,0.004
trending,0.004
trailblazer,0.004
toxic,0.004
surfaced,0.004
smith,0.004
sherman,0.004
retrial,0.004
responding,0.004
repeatedly,0.004
renewed,0.004
reminder,0.004
refusing,0.004
punished,0.004
prompted,0.004
people's,0.004
participants,0.004
online,0.004
nation's,0.004
nancy,0.004
megyn,0.004
mcgowan,0.004
massachusetts,0.004
kit,0.004
judge,0.004
jim,0.004
jeff,0.004
investigate,0.004
guilfoyle,0.004
geraldo,0.004
george,0.004
ford's,0.004
forcing,0.004
fierce,0.004
exposes,0.004
exit,0.004
executives,0.004
equality,0.004
endure,0.004
embed,0.004
eliminating,0.004
departure,0.004
crisis,0.004
credible,0.004
countless,0.004
conversations,0.004
comedian,0.004
co-president,0.004
charlie,0.004
challenging,0.004
capitol,0.004
calling,0.004
cable,0.004
brokaw,0.004
broader,0.004
behave,0.004
bartiromo,0.004
ally,0.004
actress,0.004
acknowledged,0.004
accountability,0.004
weaponize,0.003
walks,0.003
vox,0.003
viewers,0.003
upcoming,0.003
unwanted,0.003
uber,0.003
traction,0.003
topic,0.003
tipping,0.003
theron,0.003
tens,0.003
tapper,0.003
talks,0.003
systemic,0.003
