label,perc
harassment,0.14300000000000002
assault,0.098
weinstein,0.08199999999999999
allegations,0.08199999999999999
abuse,0.066
misconduct,0.064
trump,0.055999999999999994
harvey,0.054000000000000006
campaign,0.051
media,0.05
accusations,0.05
hashtag,0.047
time's,0.037000000000000005
metoo,0.036000000000000004
women's,0.033
workplace,0.03
tarana,0.03
burke,0.03
democrats,0.025
victims,0.024
survivors,0.024
activist,0.022000000000000002
tweeted,0.021
supporters,0.02
reckoning,0.02
america,0.019
actress,0.019
industries,0.018000000000000002
milano,0.017
argento,0.017
violence,0.016
sexually,0.016
robbins,0.016
kavanaugh,0.016
gender,0.016
scandal,0.015
china,0.015
celebrities,0.015
backlash,0.015
year's,0.013999999999999999
twitter,0.013999999999999999
producer,0.013999999999999999
founder,0.013999999999999999
cbs,0.013999999999999999
asia,0.013999999999999999
washington,0.013000000000000001
rape,0.013000000000000001
global,0.013000000000000001
alyssa,0.013000000000000001
united,0.012
republican,0.012
oscars,0.012
highlights,0.012
feminist,0.012
elections,0.012
carpet,0.012
apologized,0.012
accountable,0.012
momentum,0.011000000000000001
education,0.011000000000000001
cosby,0.011000000000000001
american,0.011000000000000001
university,0.01
sparked,0.01
revelations,0.01
reporting,0.01
online,0.01
moonves,0.01
mogul,0.01
globes,0.01
facebook,0.01
conversations,0.01
congress,0.01
bennett,0.01
advocate,0.01
midst,0.009000000000000001
headlines,0.009000000000000001
dating,0.009000000000000001
california,0.009000000000000001
tony,0.008
senate,0.008
resignations,0.008
prompted,0.008
lawmakers,0.008
journalists,0.008
garcia,0.008
empowerment,0.008
awards,0.008
viral,0.006999999999999999
targeted,0.006999999999999999
supreme,0.006999999999999999
rally,0.006999999999999999
predators,0.006999999999999999
post's,0.006999999999999999
porter,0.006999999999999999
photo,0.006999999999999999
nomination,0.006999999999999999
moments,0.006999999999999999
michael,0.006999999999999999
galvanized,0.006999999999999999
equality,0.006999999999999999
endorsement,0.006999999999999999
echoed,0.006999999999999999
dozens,0.006999999999999999
deserve,0.006999999999999999
clinton,0.006999999999999999
ceo,0.006999999999999999
campus,0.006999999999999999
bourdain,0.006999999999999999
yorker,0.006
vox,0.006
solidarity,0.006
protests,0.006
presidency,0.006
nominee,0.006
mcgowan,0.006
marches,0.006
lewinsky,0.006
lessons,0.006
investigative,0.006
grappled,0.006
getty,0.006
fueled,0.006
franken,0.006
franco,0.006
ford,0.006
farrow,0.006
empathy,0.006
donald,0.006
disgraced,0.006
criticized,0.006
crisis,0.006
criminal,0.006
corporate,0.006
consent,0.006
ceremony,0.006
capitol,0.006
button,0.006
angeles,0.006
winner,0.005
weighed,0.005
warren,0.005
vocal,0.005
violating,0.005
vegas,0.005
tv,0.005
spotlight,0.005
slams,0.005
schneiderman,0.005
reuters,0.005
reacted,0.005
prominence,0.005
professor,0.005
politically,0.005
nassar,0.005
monica,0.005
men's,0.005
male-dominated,0.005
los,0.005
liberated,0.005
leader,0.005
launch,0.005
las,0.005
judge,0.005
james,0.005
investors,0.005
inspire,0.005
inappropriate,0.005
impunity,0.005
hiring,0.005
grammys,0.005
french,0.005
filmmaker,0.005
false,0.005
empowered,0.005
emotional,0.005
duke,0.005
diversity,0.005
denounce,0.005
daniels,0.005
cristina,0.005
creator,0.005
complaints,0.005
chinese,0.005
calling,0.005
bryant's,0.005
broader,0.005
allen,0.005
acknowledged,0.005
york's,0.004
witch,0.004
victory,0.004
threatens,0.004
supermodel,0.004
suicide,0.004
