term,left_bin,left_perc,right_bin,right_perc
New York Times,10.0,0.17700557249499999,7.0,0.108603971064
Senate,10.0,0.17421932499200002,9.0,0.14289672156400002
Congress,9.0,0.152928188413,7.0,0.122087117131
White House,7.0,0.110556198086,4.0,0.0701554563645
House,6.0,0.10561455157199999,6.0,0.0922271817762
Washington Post,6.0,0.09967406161289999,4.0,0.0595351700785
Supreme Court,6.0,0.09567868783510002,4.0,0.0650146221333
GOP,6.0,0.08958048575330001,4.0,0.056487609666
Fox News,6.0,0.08947534433810002,4.0,0.0693858704017
CNN,5.0,0.0844285564084,5.0,0.073264583654
NBC,4.0,0.0700767532331,5.0,0.0774511312914
Lexington Herald,4.0,0.057775207654300005,0.0,0.0
Facebook,4.0,0.055567237935,3.0,0.0399876866246
Associated Press,3.0,0.0510987277889,4.0,0.0612282591966
FBI,3.0,0.0492061823152,3.0,0.0436816992458
NPR,3.0,0.046840500473100004,1.0,0.013329228874899998
CBS,3.0,0.04589422773630001,3.0,0.046175157765100006
AP,3.0,0.039848596362099996,7.0,0.11903955671800001
NBC News,3.0,0.0387446115025,2.0,0.0323533938741
Times,3.0,0.037850909473199995,2.0,0.019485916576900002
Trump,2.0,0.034854379139900006,2.0,0.018777897491099996
Senate Judiciary Committee,2.0,0.034801808432300005,2.0,0.0250269355087
Ford,2.0,0.0339081064031,2.0,0.0274896105895
MSNBC,2.0,0.030017874040599996,2.0,0.0340464829922
Netflix,2.0,0.0285984649353,2.0,0.0211174388179
Republican,2.0,0.028283040689699997,2.0,0.019485916576900002
Republican Party,2.0,0.025339081064,1.0,0.0130213944898
ABC,2.0,0.024971086110799998,2.0,0.0325996613822
Los Angeles Times,2.0,0.0242350962044,1.0,0.0152378020625
Democratic Party,2.0,0.023604247713200004,2.0,0.024164999230400004
Google,2.0,0.022184838607900003,1.0,0.012005541018900001
Amazon,2.0,0.0220796971927,1.0,0.0126212097891
Reuters,2.0,0.0204500052571,2.0,0.032168693243
Time,2.0,0.0202397224267,1.0,0.012313375404
House of Representatives,2.0,0.0200294395963,2.0,0.019331999384299997
Judiciary Committee,2.0,0.019871727473500002,1.0,0.0152993689395
Politico,2.0,0.019188308274599997,1.0,0.012682776666200001
HBO,2.0,0.0187151719062,1.0,0.0136062798215
Alabama Senate,2.0,0.0187151719062,1.0,0.011112821302100001
Vox,2.0,0.0183997476606,1.0,0.0048945667231
Vanity Fair,2.0,0.0183997476606,1.0,0.008557795905800001
Wall Street Journal,1.0,0.0176111870466,1.0,0.013144528243799998
Democratic,1.0,0.0166649143097,1.0,0.013329228874899998
U.S. Senate,1.0,0.0166649143097,1.0,0.0149607511159
NFL,1.0,0.0165072021869,2.0,0.0202247191011
Trump administration,1.0,0.0164546314793,1.0,0.006833923349239999
CBS News,1.0,0.0162969193565,1.0,0.014068031399100001
ABC News,1.0,0.0162443486489,1.0,0.016161305217799998
PBS,1.0,0.0157712122805,1.0,0.0155456364476
Bloomberg,1.0,0.0156660708653,1.0,0.00868092965984
YouTube,1.0,0.0152980759121,1.0,0.00800369401262
Justice Department,1.0,0.0152455052045,1.0,0.010312451900899999
Capitol Hill,1.0,0.0150352223741,1.0,0.013698630137
Facebook post,1.0,0.014719798128500002,1.0,0.00852701246729
Post,1.0,0.014036378929700001,1.0,0.0110820378636
Fox,1.0,0.013668383976399998,1.0,0.005571802370319999
Newsweek,1.0,0.013458101146,1.0,0.00443281514545
Disney,1.0,0.0128798233624,1.0,0.00966599969217
U.S. Supreme Court,1.0,0.0123541162864,1.0,0.00812682776666
House Ethics Committee,1.0,0.012248974871200002,1.0,0.0127751269817
BBC,1.0,0.011880979917999999,2.0,0.0196090503309
Harvard,1.0,0.011302702134399998,1.0,0.00861936278282
House Judiciary Committee,1.0,0.011302702134399998,1.0,0.0149299676774
Weinstein Company,1.0,0.011250131426799998,1.0,0.0118208403879
Equal Employment Opportunity Commission,1.0,0.011250131426799998,1.0,0.00338617823611
EEOC,1.0,0.011092419304,1.0,0.00554101893181
United Nations,1.0,0.0108821364736,1.0,0.0101893181468
Yale,1.0,0.010671853643200002,1.0,0.006279821456060001
Republican National Committee,1.0,0.0105667122279,1.0,0.0055102354933
Miramax,1.0,0.010461570812700001,1.0,0.010804986917000001
Huffington Post,1.0,0.0101987172747,1.0,0.009173464676
Fox News host,1.0,0.009988434444329999,1.0,0.00532553486224
ESPN,1.0,0.00941015666071,1.0,0.009481299061110001
RNC,1.0,0.0091998738303,1.0,0.00446359858396
State,1.0,0.009147303122700002,1.0,0.0117592735109
Academy of Motion Picture Arts and Sciences,1.0,0.009042161707500001,1.0,0.00858857934431
Amazon Studios,1.0,0.008937020292290002,1.0,0.005571802370319999
USA Today,1.0,0.00846388392388,1.0,0.0054486686162799995
solidarity,1.0,0.008358742508669999,1.0,0.00301677697399
CIA,1.0,0.00788560614026,1.0,0.0055102354933
New Yorker,1.0,0.007727894017449999,1.0,0.0048945667231
Democratic National Committee,1.0,0.00767532330985,1.0,0.00729567492689
McDonald,1.0,0.00762275260225,1.0,0.00409419732184
New York Daily News,1.0,0.007254757649039999,1.0,0.00434046482992
New York Post,1.0,0.00720218694144,1.0,0.012036324457399999
Hollywood,1.0,0.007149616233830001,1.0,0.009050330921959998
Warner Bros.,1.0,0.007149616233830001,1.0,0.0053871017392600005
Navy,1.0,0.00704447481863,1.0,0.00470986609204
Weinstein Co.,1.0,0.00693933340343,1.0,0.007695859627520001
State Department,1.0,0.00672905057302,1.0,0.0042788979529000005
Chicago Tribune,1.0,0.00672905057302,1.0,0.0022779744497499997
LA Times,1.0,0.006466197035010001,1.0,0.0051100507926700005
CJR,1.0,0.0064136263274100005,0.0,0.0
Committee,1.0,0.00630848491221,1.0,0.0051716176696899995
Playboy,1.0,0.0062559142046099995,1.0,0.0063721717715900005
Trump White House,1.0,0.0062559142046099995,1.0,0.0023703247652800004
Time magazine,1.0,0.006203343497,1.0,0.00421733107588
Ethics Committee,1.0,0.0061507727894,1.0,0.005571802370319999
Salt Lake Tribune,1.0,0.0060982020818,0.0,0.0
DNC,1.0,0.005835348543790001,1.0,0.00960443281515
NRA,1.0,0.005835348543790001,1.0,0.005417885177770001
Boston Globe,1.0,0.005835348543790001,1.0,0.0051100507926700005
Showtime,1.0,0.005835348543790001,1.0,0.00344774511313
Legislature,1.0,0.00567763642099,1.0,0.0079421271356
Tribune,1.0,0.00567763642099,0.0,0.0
Medicare,1.0,0.00562506571338,1.0,0.00218562413422
National Women’s Law Center,1.0,0.00562506571338,0.0,0.0
Senate Ethics Committee,1.0,0.0055199242981800005,1.0,0.00631060489457
CNBC,1.0,0.00546735359058,1.0,0.00474064953055
UN,1.0,0.0053622121753799995,1.0,0.00861936278282
Democrats,1.0,0.00530964146777,1.0,0.00421733107588
ACLU,1.0,0.00525707076017,1.0,0.0026473757118699996
Treasury,1.0,0.00509935863737,1.0,0.005694936124370001
Pentagon,1.0,0.00504678792977,1.0,0.00554101893181
NBA,1.0,0.00499421722216,1.0,0.00584885331692
Twitter,1.0,0.00488907580696,1.0,0.00418654763737
DCCC,1.0,0.00483650509936,1.0,0.00286285978144
Daily News,1.0,0.00483650509936,1.0,0.00218562413422
U.N.,1.0,0.00478393439176,1.0,0.005664152685859999
Stanford,1.0,0.00478393439176,1.0,0.00215484069571
Microsoft,1.0,0.00478393439176,1.0,0.0021240572572
FCC,1.0,0.00478393439176,0.0,0.0
house,1.0,0.00467879297655,1.0,0.00415576419886
General Assembly,1.0,0.00467879297655,1.0,0.00418654763737
CBC,1.0,0.004573651561350001,1.0,0.0036632291826999997
Rolling Stone,1.0,0.004573651561350001,1.0,0.00221640757273
BuzzFeed News,1.0,0.004573651561350001,1.0,0.00280129290442
EPA,1.0,0.004468510146149999,1.0,0.00360166230568
Republican party,1.0,0.004468510146149999,0.0,0.0
Fox News Channel,1.0,0.00441593943854,1.0,0.00532553486224
Department of Justice,1.0,0.00431079802334,1.0,0.00514083423118
Walmart,1.0,0.00431079802334,1.0,0.0023703247652800004
Warner Bros,1.0,0.00431079802334,1.0,0.0035093119901500004
Air Force,1.0,0.00425822731574,1.0,0.00363244574419
Catholic,1.0,0.00425822731574,1.0,0.00338617823611
US Senate,1.0,0.00425822731574,1.0,0.0038479298137600003
DOJ,1.0,0.00420565660814,1.0,0.00649530552563
Palo Alto University,1.0,0.00420565660814,1.0,0.0033246113590900002
Columbia University,1.0,0.004153085900539999,1.0,0.00203170694167
senate,1.0,0.00410051519293,1.0,0.004402031706939999
Defense,1.0,0.0040479444853300005,1.0,0.003940280129290001
University of Southern California,1.0,0.00399537377773,1.0,0.00218562413422
NAACP,1.0,0.00399537377773,0.0,0.0
Department of Education,1.0,0.00394280307013,1.0,0.0024318916423000003
Yale University,1.0,0.00394280307013,1.0,0.0032630444820700003
Minnesota Public Radio,1.0,0.00394280307013,1.0,0.00357087886717
Hollywood Foreign Press Association,1.0,0.00394280307013,1.0,0.00307834385101
Al Franken,1.0,0.00394280307013,1.0,0.00360166230568
Apple,1.0,0.0037850909473200003,1.0,0.00280129290442
Rutgers University,1.0,0.0037850909473200003,1.0,0.00190857318763
National Enquirer,1.0,0.0037850909473200003,0.0,0.0
U.S. Equal Employment Opportunity Commission,1.0,0.0037850909473200003,1.0,0.0026781591503800004
Uber,1.0,0.00373252023972,1.0,0.0026781591503800004
Michigan State University,1.0,0.0036799495321199996,1.0,0.0022471910112399998
Pew Research Center,1.0,0.0036799495321199996,0.0,0.0
