term,left_bin,left_perc,right_bin,right_perc
Netflix,10.0,0.262175694128,9.0,0.22902764537700002
New York Times,6.0,0.15293582157500002,5.0,0.109389895138
NBC,3.0,0.0760127446518,4.0,0.08770257387989999
CNN,3.0,0.0673645880746,3.0,0.07102001906580001
Senate,3.0,0.0632680928539,3.0,0.056720686368000005
Washington Post,3.0,0.06281292671830001,2.0,0.039323164918999995
HBO,3.0,0.053709604005500004,2.0,0.0359866539561
White House,2.0,0.04915794264909999,2.0,0.047902764537699996
CBS,2.0,0.04915794264909999,2.0,0.051715919923700004
Associated Press,2.0,0.0436959490214,3.0,0.054337464251699996
Facebook,2.0,0.0432407828858,2.0,0.0414680648236
Amazon,2.0,0.042785616750099995,2.0,0.0290753098189
Vanity Fair,2.0,0.0414201183432,1.0,0.0119161105815
AP,2.0,0.039144287665,4.0,0.0838894184938
NPR,2.0,0.038233955393699996,1.0,0.0183508102955
Lexington Herald,2.0,0.038233955393699996,0.0,0.0
Los Angeles Times,2.0,0.03641329085119999,1.0,0.0197807435653
Times,2.0,0.0336822940373,1.0,0.0131077216397
NBC News,2.0,0.032771961766,1.0,0.0245471877979
Fox News,2.0,0.0318616294948,3.0,0.0557673975214
Congress,2.0,0.0309512972235,2.0,0.0352716873213
BBC,2.0,0.0309512972235,2.0,0.0402764537655
ABC,2.0,0.0295857988166,2.0,0.0316968541468
Star Trek,2.0,0.0263996358671,1.0,0.0221639656816
Reuters,1.0,0.0259444697315,2.0,0.0381315538608
GOP,1.0,0.0259444697315,1.0,0.0214489990467
Time,1.0,0.024578971324499998,1.0,0.015014299332700001
Hollywood Foreign Press Association,1.0,0.023668639053299998,1.0,0.010962821735000001
Warner Bros.,1.0,0.0232134729176,1.0,0.0169208770257
Amazon Studios,1.0,0.0232134729176,1.0,0.014775977121099999
ABC News,1.0,0.022758306782,1.0,0.013346043851299998
USA Today,1.0,0.022758306782,1.0,0.0142993326978
YouTube,1.0,0.0223031406463,1.0,0.015490943755999999
Supreme Court,1.0,0.0218479745107,1.0,0.0176358436606
Sony,1.0,0.0213928083751,1.0,0.0169208770257
Disney,1.0,0.020937642239400003,1.0,0.0216873212583
Google,1.0,0.0204824761038,1.0,0.0171591992374
House,1.0,0.0186618115612,1.0,0.0214489990467
PBS,1.0,0.018206645425599997,1.0,0.017397521449
FBI,1.0,0.0177514792899,1.0,0.024785510009499998
Facebook post,1.0,0.0177514792899,1.0,0.00857959961868
MRC,1.0,0.0177514792899,1.0,0.0185891325071
MSNBC,1.0,0.0172963131543,1.0,0.0190657769304
New York Daily News,1.0,0.0168411470187,1.0,0.00571973307912
Hollywood,1.0,0.015475648611700001,1.0,0.023117254528099998
Vox,1.0,0.015475648611700001,1.0,0.00738798856053
FX,1.0,0.015475648611700001,1.0,0.0047664442326
Showtime,1.0,0.015475648611700001,1.0,0.006434699714010001
Newsweek,1.0,0.0141101502048,1.0,0.0047664442326
House of Cards,1.0,0.0136549840692,1.0,0.00857959961868
GLAAD,1.0,0.013199817933499999,1.0,0.008817921830309999
Pixar,1.0,0.013199817933499999,1.0,0.010962821735000001
Miramax,1.0,0.013199817933499999,1.0,0.00595805529075
Trump,1.0,0.0127446517979,1.0,0.0119161105815
NFL,1.0,0.0127446517979,1.0,0.0169208770257
Weinstein Company,1.0,0.0127446517979,1.0,0.0100095328885
Warner Bros,1.0,0.0127446517979,1.0,0.00834127740705
Post,1.0,0.011834319526599999,1.0,0.0071496663489
Los Angeles Police Department,1.0,0.011834319526599999,1.0,0.010962821735000001
