label,perc
harvey weinstein,0.042
harassment assault,0.035
tarana burke,0.016
assault harassment,0.012
donald trump,0.011000000000000001
mogul harvey,0.01
harassment abuse,0.01
producer harvey,0.009000000000000001
misconduct allegations,0.009000000000000001
alyssa milano,0.009000000000000001
harvey weinstein's,0.008
brett kavanaugh,0.008
workplace harassment,0.006999999999999999
victims harassment,0.006999999999999999
tony robbins,0.006999999999999999
assault allegations,0.006999999999999999
asia argento,0.006999999999999999
media campaign,0.006
los angeles,0.006
gender equality,0.006
activist tarana,0.006
sexually harassed,0.005
media harassment,0.005
matt damon,0.005
las vegas,0.005
allegations misconduct,0.005
actress alyssa,0.005
accusations misconduct,0.005
abuse harassment,0.005
susan collins,0.004
midterm elections,0.004
mckayla maroney,0.004
cristina garcia,0.004
catherine deneuve,0.004
campaign harassment,0.004
woody allen,0.003
weinstein's alleged,0.003
weinstein scandal,0.003
washington post's,0.003
viral media,0.003
supermodel karlie,0.003
suggesting admiration,0.003
sexually assaulted,0.003
sean penn,0.003
reckoning harassment,0.003
nancy pelosi,0.003
molly ringwald,0.003
misconduct weinstein,0.003
les moonves,0.003
labor federation,0.003
keri claussen,0.003
karlie kloss,0.003
hillary clinton's,0.003
hashtag campaign,0.003
harassment workplace,0.003
harassment misconduct,0.003
harassed assaulted,0.003
groping staffer,0.003
french actress,0.003
elizabeth warren,0.003
drugging molesting,0.003
disgraced mogul,0.003
claussen insane,0.003
campaign media,0.003
california labor,0.003
aziz ansari,0.003
assault media,0.003
apologize suggesting,0.003
alleged misconduct,0.003
allegations producer,0.003
allegations mogul,0.003
allegations assault,0.003
academy awards,0.003
abuse victims,0.003
year's oscars,0.002
workplace mistreatment,0.002
women's time's,0.002
women's accusations,0.002
wnba breana,0.002
weinstein sparked,0.002
weinstein sexually,0.002
weinstein donald,0.002
weinstein assault,0.002
weinstein accuser,0.002
vocal unwavering,0.002
victim assault,0.002
vegas casino-resort,0.002
uma thurman,0.002
twitter hashtag,0.002
trump accusers,0.002
touts relevance,0.002
terry crews,0.002
tens hotel,0.002
survivors reclaiming,0.002
super bowl,0.002
steve bannon,0.002
sparked campaign,0.002
senate judiciary,0.002
scandal media,0.002
russell simmons,0.002
roy moore,0.002
ronan farrow,0.002
roman polanski,0.002
robbins self-help,0.002
robbins facebook,0.002
robbins apologizes,0.002
rob porter,0.002
risked metoo,0.002
revelations abuse,0.002
restaurants pressuring,0.002
republican senators,0.002
reluctance demonstrates,0.002
relevance victoria's,0.002
rape suicide,0.002
pulaski california,0.002
prevalence harassment,0.002
pressuring on-the-job,0.002
pivotal women's,0.002
pirates caribbean,0.002
pervasive harassment,0.002
park utah,0.002
organizers confront,0.002
operators housekeeper,0.002
one-day restaurants,0.002
on-the-record allegation,0.002
on-the-job harassment,0.002
olympics organizers,0.002
negotiating misconduct,0.002
native american,0.002
moonves cbs,0.002
misconduct year's,0.002
misconduct media,0.002
misconduct accusations,0.002
mira sorvino,0.002
media industries,0.002
media campaigns,0.002
mcdonald's one-day,0.002
matt lauer,0.002
lindsay lohan,0.002
latin america,0.002
kobe bryant's,0.002
kloss touts,0.002
kimmel monologue,0.002
kevin spacey,0.002
kellyanne conway,0.002
kavanaugh supreme,0.002
judd on-the-record,0.002
jodi kantor,0.002
jimmy kimmel,0.002
jimmy bennett,0.002
jessica jones,0.002
ivanka trump's,0.002
italian actress,0.002
isabella rossellini,0.002
institutional donald,0.002
incredibly harassment,0.002
housekeeper button,0.002
hotel las,0.002
hashtag online,0.002
hashtag media,0.002
