left_bin,right_bin,count
0.0,1.0,611
1.0,0.0,611
1.0,1.0,380
1.0,2.0,1
2.0,1.0,1
2.0,2.0,3
2.0,3.0,1
4.0,3.0,1
4.0,4.0,1
10.0,10.0,1
