label,perc
Christine Blasey Ford,0.987068965517
Brett Kavanaugh,0.8297413793100001
Donald Trump,0.38146551724100003
Anita Hill,0.265086206897
Clarence Thomas,0.245689655172
Trump,0.24461206896600002
Susan Collins,0.210129310345
Mitch McConnell,0.191810344828
Dianne Feinstein,0.18857758620700002
Jeff Flake,0.1875
Chuck Grassley,0.175646551724
Brett M. Kavanaugh,0.171336206897
Deborah Ramirez,0.169181034483
Lisa Murkowski,0.133620689655
Lindsey Graham,0.10452586206900001
Mark Judge,0.10452586206900001
Harvey Weinstein,0.09375
Julie Swetnick,0.0872844827586
Orrin Hatch,0.07866379310339999
Bill Clinton,0.0711206896552
Rachel Mitchell,0.0689655172414
Kellyanne Conway,0.0668103448276
Debra Katz,0.0657327586207
Hillary Clinton,0.0635775862069
Anthony Kennedy,0.0614224137931
Mazie Hirono,0.0614224137931
Joe Biden,0.060344827586199995
George W. Bush,0.0592672413793
Roe,0.05603448275859999
Michael Avenatti,0.05603448275859999
Joe Manchin,0.0549568965517
Wade,0.052801724137900005
Barack Obama,0.0506465517241
Christine Ford,0.0506465517241
Heidi Heitkamp,0.04849137931030001
Ted Cruz,0.046336206896599993
Bill Cosby,0.046336206896599993
Bob Corker,0.0431034482759
Roy Moore,0.042025862069
Amy Klobuchar,0.042025862069
Merrick Garland,0.0409482758621
Neil Gorsuch,0.038793103448300004
John Cornyn,0.038793103448300004
Ruth Bader Ginsburg,0.038793103448300004
Kavanaugh,0.038793103448300004
Chuck Schumer,0.0377155172414
Al Franken,0.0377155172414
Robert Mueller,0.0355603448276
Kamala Harris,0.0344827586207
Charles E. Grassley,0.0344827586207
Ronan Farrow,0.0344827586207
Cory Booker,0.03125
Fox,0.030172413793099997
Richard Blumenthal,0.030172413793099997
Jane Mayer,0.030172413793099997
Obama,0.0290948275862
Donald Trump Jr.,0.0290948275862
Clintons,0.0290948275862
Alyssa Milano,0.028017241379299996
Ronald Reagan,0.0269396551724
Lindsey O. Graham,0.0269396551724
Kevin Cramer,0.0269396551724
Grassley,0.0269396551724
RAINN,0.0269396551724
Antonin Scalia,0.0258620689655
Mike Pence,0.0247844827586
Dean Heller,0.0247844827586
Keith Ellison,0.0247844827586
Don McGahn,0.0247844827586
Clinton,0.023706896551700003
Nancy Pelosi,0.023706896551700003
Patrick Leahy,0.023706896551700003
Rod Rosenstein,0.023706896551700003
Bush,0.0226293103448
Ed Whelan,0.0226293103448
Kirsten Gillibrand,0.0226293103448
Richard Cowan,0.0226293103448
Emma Brown,0.0226293103448
Joe Donnelly,0.0226293103448
Tarana Burke,0.0226293103448
Sarah Huckabee Sanders,0.0215517241379
Martha MacCallum,0.0215517241379
Claire McCaskill,0.020474137931
John Roberts,0.020474137931
Anna Eshoo,0.020474137931
Leland Keyser,0.020474137931
Patty Murray,0.0193965517241
Ben Sasse,0.0193965517241
George H.W. Bush,0.0193965517241
Kim Jong Un,0.0193965517241
Sarah Sanders,0.0193965517241
Seung Min Kim,0.0193965517241
Ken Starr,0.0193965517241
Michael Bromwich,0.0193965517241
Jeff Sessions,0.0183189655172
Dick Durbin,0.0183189655172
Josh Dawsey,0.0183189655172
Will Dunham,0.0183189655172
Bob Woodward,0.0172413793103
Arlen Specter,0.0172413793103
Charlie Rose,0.0172413793103
DONALD TRUMP,0.0172413793103
Mike Pompeo,0.0161637931034
Nikki Haley,0.0161637931034
Elizabeth Warren,0.0161637931034
Monica Lewinsky,0.0161637931034
Robert Costa,0.0161637931034
