label,perc
producer harvey weinstein,0.01
allegations harassment assault,0.006
allegations harvey weinstein,0.005
sexually harassed assaulted,0.004
leader nancy pelosi,0.004
harvey weinstein harassment,0.004
senate roy moore,0.003
harassment gender discrimination,0.003
harassment assault allegations,0.003
harassment allegations harvey,0.003
wiehl harassment allegations,0.002
trump unwanted advances,0.002
supreme nominee brett,0.002
spacey george bush,0.002
sexually inappropriate scientifically,0.002
sexually harassing assaulting,0.002
sexually aggressive offended,0.002
senate judiciary committee's,0.002
seiu harassment allegations,0.002
roy moore harassment,0.002
resigned allegations harassment,0.002
resign harassment allegations,0.002
resign allegations misconduct,0.002
republicans democrats misconduct,0.002
republican senate roy,0.002
producer ryan seacrest,0.002
prevents workplace sexual-harassment,0.002
presidential campaign donald,0.002
o'reilly roger ailes,0.002
nominee brett kavanaugh,0.002
molester roy moore,0.002
mogul harvey weinstein,0.002
misinterpreted sexually aggressive,0.002
misconduct harvey weinstein,0.002
misconduct harassment rape,0.002
michigan john conyers,0.002
matt lauer nbc,0.002
matt lauer inappropriate,0.002
lupita nyong'o's harassment,0.002
loophole prevents workplace,0.002
lgbtq advocates supreme,0.002
kevin spacey george,0.002
keri claussen khalighi,0.002
kantor megan twohey,0.002
john conyers harassment,0.002
john conyers d-mich,0.002
john bailey harassment,0.002
jodi kantor megan,0.002
james toback harassment,0.002
harvey weinstein scandal,0.002
harassment complaints capitol,0.002
harassment assault weinstein,0.002
gretchen carlson sued,0.002
gaggle azcentral.com gaggle,0.002
fox ceo roger,0.002
donald trump harassment,0.002
detailing harassment allegations,0.002
clears john bailey,0.002
clarence thomas harassment,0.002
christine blasey ford,0.002
child molester roy,0.002
ceo roger ailes,0.002
ceo les moonves,0.002
campaign donald trump,0.002
bailey harassment allegations,0.002
assault harassment misconduct,0.002
assault allegation supreme,0.002
allegations sexually harassed,0.002
allegations producer harvey,0.002
allegations harassment abuse,0.002
allegations donald trump,0.002
allegations assault harassment,0.002
allegation supreme nominee,0.002
alabama republican senate,0.002
aggressive offended hurt,0.002
accusations harassment assault,0.002
accusations harassment abuse,0.002
academy clears john,0.002
abuse allegations weinstein,0.002
"zervos apology 2,914",0.001
yvette nicole aisha,0.001
youtube embed 560px,0.001
youth savage sexually,0.001
yorker's ronan farrow,0.001
yorker pulitzer weinstein,0.001
yorker pulitzer harvey,0.001
yorker exposes harassment,0.001
yinhe sociologist sexuality,0.001
yearslong allegations predator,0.001
years-long saga triggered,0.001
yearbook clumsily affection,0.001
yearbook alumnus yearbook,0.001
yamamoto advocate victims,0.001
yale's endowed researcher,0.001
yale ann olivarius,0.001
yale aftermath harassment,0.001
xuecheng sexually harassing,0.001
wynn's casinos cumulatively,0.001
wynn wrongdoing resigned,0.001
wynn resorts republican,0.001
wynn resigns rnc,0.001
wynn nasty lawsuit,0.001
wynn categorized harassment,0.001
wyatt yale's endowed,0.001
wyatt victim assault,0.001
wwe's enzo amore,0.001
wwe tolerance harassment,0.001
wwe superstar cruiserweight,0.001
wwe assault cbs,0.001
wrongdoing resigned ceo,0.001
wrongdoing resign causing,0.001
wrist sexually transmitted,0.001
wrestling phoenix assault,0.001
worldwide reckoning misconduct,0.001
worldwide assault allegations,0.001
worlds media brooklyn-based,0.001
workplaces workplace harassment,0.001
workplaces complaints alleged,0.001
workplace toppled crashing,0.001
workplace strives workplace,0.001
workplace sexual-harassment compelled,0.001
workplace protecting harassment,0.001
workplace prince george's,0.001
workplace oversight taxpayer,0.001
workplace misconduct executives,0.001
workplace misconduct complaints,0.001
workplace layoff harassment,0.001
workplace institute liabilities,0.001
workplace harassment victims,0.001
workplace harassment kimseverson,0.001
workplace harassment global,0.001
workplace harassment employers,0.001
workplace harassment discrimination,0.001
workplace harassment child,0.001
workplace harassment allegations,0.001
workplace executives fidelity,0.001
workplace compensation monitoring,0.001
workplace clintons staples,0.001
workplace capitol investigate,0.001
workplace boston seiu,0.001
workplace anti-harassment reintke,0.001
"workplace 2,000- workforce",0.001
woody allen's upcoming,0.001
woodward allegedly assault,0.001
women-friendly harassment contradicted,0.001
women's los angeles,0.001
women's harassment allegations,0.001
women's forcing media,0.001
women's conterminously discourage,0.001
women's choices ever-harsher,0.001
women's caucus criticizing,0.001
women's advocates jailed,0.001
women's advocacy deeds,0.001
women's advocacy administering,0.001
woman's discomfort ansari's,0.001
woman's ansari constituted,0.001
wolfe polaris spacey,0.001
wnyc conducting mandatory,0.001
witnessed harassment trustworthy,0.001
witnessed forcefully harassment,0.001
witherspoon kidman's mini-series,0.001
winsome packer alleged,0.001
wins predicted democrat,0.001
wilson alleged harassment,0.001
william strampel strampel's,0.001
william harris renowned,0.001
wife's kidnapping victims,0.001
wieseltier funding journalism,0.001
widows naive insanity,0.001
widely-read detailing harassment,0.001
who've harassment transgressive,0.001
who've donald trump,0.001
whatsoever harass abusive,0.001
wework's intervene assailants,0.001
wework sexually assaulted,0.001
westminster mps scandal,0.001
wenner freelance ben,0.001
wenner 11th elite,0.001
wendy riss gatsiounis,0.001
wendy davis austin-based,0.001
well-respected high-profile misconduct,0.001
well-connected donor harassment,0.001
weird cathartic indulge,0.001
weinsteins punished serial,0.001
weinstein's predation abuse,0.001
weinstein's liaisons semen,0.001
weinstein's harassment settlements,0.001
weinstein's harassment assaults,0.001
weinstein's harassment abuse,0.001
weinstein's grace galvanized,0.001
weinstein's encounters bodily,0.001
weinstein's effigy gunpowder,0.001
weinstein's alleged assault,0.001
weinstein's afterward weinstein,0.001
