label,perc
louis roseanne barr,0.016
kevin spacey louis,0.013999999999999999
producer harvey weinstein,0.013000000000000001
matt lauer charlie,0.006999999999999999
louis matt lauer,0.006999999999999999
harvey weinstein louis,0.006999999999999999
weinstein kevin spacey,0.006
matt lauer louis,0.006
spacey comedian louis,0.005
kevin spacey comedian,0.005
comedian louis ck,0.005
anchor matt lauer,0.005
allegations harvey weinstein,0.005
roseanne barr louis,0.004
misconduct weinstein allegations,0.004
macdonald louis roseanne,0.004
louis aziz ansari,0.004
louis allegations misconduct,0.004
kevin spacey franken,0.004
harvey weinstein kevin,0.004
harvey weinstein allegations,0.004
accuse louis inappropriate,0.004
weinstein matt lauer,0.003
survivors assault harassment,0.003
spacey matt lauer,0.003
roy moore franken,0.003
roseanne louis macdonald,0.003
norm macdonald louis,0.003
noam dworman louis,0.003
mogul harvey weinstein,0.003
louis roseanne louis,0.003
louis kevin spacey,0.003
louis chris hardwick,0.003
louis brett ratner,0.003
kevin spacey matt,0.003
harvey weinstein matt,0.003
hardwick roseanne barr,0.003
harassment weinstein allegations,0.003
franken john conyers,0.003
comedian norm macdonald,0.003
comedian louis misconduct,0.003
co-hosting charlie louis,0.003
chris hardwick roseanne,0.003
chloë grace moretz,0.003
charlie louis matt,0.003
writer-director james toback,0.002
writer louis allegations,0.002
worlds kicked momentum,0.002
workplace metoo survivors,0.002
well-employed comedians louis,0.002
weinstein roy moore,0.002
weinstein louis mario,0.002
weinstein allegations rally,0.002
weinstein allegations bipartisan,0.002
weinstein allegations accuse,0.002
victims harassment assault,0.002
victims assault harassment,0.002
upcoming daddy writer,0.002
toback kevin spacey,0.002
tina e-mailed co-hosting,0.002
tina charlie rose's,0.002
survivors los angeles,0.002
survivors boulevard kicked,0.002
supreme nominee brett,0.002
suggesting self-interested compromising,0.002
stark honesty essay,0.002
standup misconduct allegations,0.002
sparked campaign assault,0.002
spacey louis danny,0.002
spacey franken louis,0.002
slowed expresses louis,0.002
slated high-profile toppled,0.002
show's reboot canceled,0.002
sexually harassing performing,0.002
sexually harassed assaulted,0.002
sexual-assault allegations harvey,0.002
senators introduce metoo,0.002
senate roy moore,0.002
self-interested compromising reputations,0.002
sarcastic megan amram,0.002
roseanne show's reboot,0.002
roseanne barr norm,0.002
revisionist ghomeshi's contrition,0.002
reputations careers stand-up,0.002
relentless accusations victimized,0.002
reforming congress handles,0.002
reboot canceled louis,0.002
ratner james toback,0.002
rally boulevard intersection,0.002
rally 0:41 survivors,0.002
promoting upcoming daddy,0.002
pic.twitter.com/8fBkfOXatB seth simons,0.002
petty selfish fury,0.002
personalities matt lauer,0.002
performs standup misconduct,0.002
oreskes weinstein roy,0.002
norm macdonald's netflix,0.002
norm macdonald upset,0.002
nominee brett kavanaugh,0.002
netflix metoo slowed,0.002
nbc anchor matt,0.002
moore franken john,0.002
misconduct louis matt,0.002
min goodman julia,0.002
metoo survivors boulevard,0.002
metoo slowed expresses,0.002
metoo congress reforming,0.002
megan amram emmy-nominated,0.002
matt lauer mario,0.002
matt lauer harassment,0.002
matt damon defends,0.002
masturbating suggesting self-interested,0.002
macdonald's netflix metoo,0.002
macdonald upset louis,0.002
macdonald flak controversial,0.002
macdonald chris hardwick,0.002
louis performs stand-up,0.002
louis masturbating suggesting,0.002
louis mario batali,0.002
louis lengthy remorseful,0.002
louis jeremy piven,0.002
louis inappropriate 0:38,0.002
louis halperin donald,0.002
louis danny masterson,0.002
louis ck's pic.twitter.com/8fBkfOXatB,0.002
louis ck performs,0.002
louis ck apology,0.002
louis admitting misconduct,0.002
lauer mario batali,0.002
lauer louis ck,0.002
lauer harassment scandals,0.002
lauer charlie louis,0.002
kellyanne conway conflate,0.002
journalists matt lauer,0.002
john conyers clinton,0.002
james toback kevin,0.002
introduce metoo congress,0.002
intersection relentless accusations,0.002
industries worlds kicked,0.002
inappropriate 0:38 promoting,0.002
implicated stark honesty,0.002
high-profile toppled scandals,0.002
high-profile misconduct louis,0.002
harvey weinstein's downfall,0.002
harvey weinstein misconduct,0.002
harvey weinstein franken,0.002
harassment survivors los,0.002
harassment assault allegations,0.002
harassment 2:01 bipartisan,0.002
grace moretz daddy,0.002
goodman julia wolov,0.002
ghomeshi's contrition ferment,0.002
ghomeshi discussing implicated,0.002
flak controversial disgraced,0.002
ferment petty selfish,0.002
expresses louis roseanne,0.002
emmy-nominated writer producer,0.002
e-mailed co-hosting charlie,0.002
disgraced comedians roseanne,0.002
disgraced cbs anchor,0.002
discussing implicated stark,0.002
discrimination harassment abuse,0.002
debating louis welcomed,0.002
dana min goodman,0.002
damon defends louis,0.002
daddy writer louis,0.002
culminate rally boulevard,0.002
cosby kevin spacey,0.002
