label,perc
christine blasey ford,0.259
supreme nominee brett,0.044000000000000004
nominee brett kavanaugh,0.040999999999999995
accuser christine blasey,0.027999999999999997
kavanaugh sexually assaulted,0.021
kavanaugh christine blasey,0.02
blasey ford kavanaugh,0.02
professor christine blasey,0.017
testify senate judiciary,0.016
kavanaugh sexually assaulting,0.016
palo alto university,0.015
kavanaugh accuser christine,0.013999999999999999
christine blasey ford's,0.013000000000000001
brett kavanaugh sexually,0.013000000000000001
sexually assaulted teenagers,0.012
professor palo alto,0.012
blasey ford testify,0.012
judge brett kavanaugh,0.011000000000000001
blasey ford california,0.011000000000000001
ford kavanaugh sexually,0.01
allegations christine blasey,0.01
testified senate judiciary,0.009000000000000001
ford senate judiciary,0.009000000000000001
ford alleged assault,0.009000000000000001
brett kavanaugh christine,0.009000000000000001
assault christine blasey,0.009000000000000001
judiciary chuck grassley,0.008
ford testify senate,0.008
ford testified senate,0.008
ford brett kavanaugh,0.008
california professor christine,0.008
brett kavanaugh assault,0.008
blasey ford testified,0.008
blasey ford supreme,0.008
blasey ford senate,0.008
blasey ford brett,0.008
sexually assaulting teenagers,0.006999999999999999
psychology professor palo,0.006999999999999999
ford supreme nominee,0.006999999999999999
ford california professor,0.006999999999999999
brett kavanaugh accuser,0.006999999999999999
blasey ford accusing,0.006999999999999999
accusing supreme nominee,0.006999999999999999
senate judiciary capitol,0.006
kavanaugh's accuser christine,0.006
judiciary capitol washington,0.006
ford psychology professor,0.006
ford kavanaugh testify,0.006
ford deborah ramirez,0.006
ford alleged kavanaugh,0.006
ford accusing supreme,0.006
california psychology professor,0.006
blasey ford professor,0.006
blasey ford judge,0.006
assaulted christine blasey,0.006
allegations brett kavanaugh,0.006
testifying senate judiciary,0.005
testifies senate judiciary,0.005
sexually assaulted christine,0.005
senate judiciary kavanaugh,0.005
senate judiciary chuck,0.005
rachel mitchell christine,0.005
prosecutor rachel mitchell,0.005
mitchell christine blasey,0.005
kavanaugh senate judiciary,0.005
ford sexually assaulted,0.005
