left_bin,right_bin,count
0.0,1.0,825
0.0,2.0,132
0.0,3.0,20
0.0,7.0,1
1.0,0.0,896
1.0,1.0,6
1.0,2.0,3
2.0,0.0,75
2.0,1.0,1
2.0,2.0,4
2.0,3.0,1
3.0,0.0,4
3.0,5.0,1
4.0,0.0,1
4.0,4.0,1
4.0,5.0,1
4.0,7.0,2
6.0,0.0,2
6.0,10.0,1
7.0,10.0,1
