left_bin,right_bin,count
0.0,1.0,59
0.0,2.0,1
1.0,0.0,55
1.0,1.0,129
1.0,2.0,1
2.0,1.0,10
2.0,2.0,5
2.0,3.0,2
3.0,0.0,1
3.0,1.0,1
3.0,2.0,3
3.0,3.0,2
3.0,4.0,1
3.0,5.0,1
3.0,7.0,1
4.0,3.0,2
4.0,4.0,3
5.0,4.0,1
5.0,5.0,1
6.0,4.0,1
6.0,6.0,1
7.0,5.0,1
8.0,7.0,1
9.0,8.0,1
10.0,7.0,1
