left_bin,right_bin,count
0.0,1.0,61
1.0,0.0,74
1.0,1.0,159
1.0,2.0,2
2.0,1.0,11
2.0,2.0,10
3.0,1.0,1
3.0,2.0,2
3.0,3.0,2
3.0,4.0,1
3.0,7.0,1
4.0,0.0,1
4.0,3.0,1
4.0,5.0,1
5.0,5.0,1
6.0,4.0,4
6.0,6.0,1
7.0,4.0,1
9.0,7.0,1
10.0,7.0,1
10.0,9.0,1
