left_bin,right_bin,count
0.0,1.0,22
1.0,0.0,3
1.0,1.0,38
1.0,2.0,2
2.0,1.0,1
2.0,2.0,3
3.0,4.0,1
4.0,3.0,1
5.0,4.0,1
7.0,8.0,1
10.0,10.0,2
