left_bin,right_bin,count
0.0,1.0,147
1.0,0.0,159
1.0,1.0,341
1.0,2.0,2
2.0,1.0,6
2.0,2.0,7
2.0,4.0,1
3.0,1.0,2
3.0,2.0,2
3.0,4.0,1
4.0,4.0,1
4.0,5.0,1
5.0,5.0,1
10.0,7.0,1
10.0,10.0,1
