term,left_bin,left_perc,right_bin,right_perc
Brett Kavanaugh,10.0,0.983510418104,10.0,0.983266857784
Christine Blasey Ford,5.0,0.42258865737499995,4.0,0.356880219369
Donald Trump,4.0,0.38484890299400004,3.0,0.275863143463
Trump,2.0,0.183593210984,3.0,0.214601769912
Susan Collins,2.0,0.117703877467,1.0,0.0869375545307
Mitch McConnell,2.0,0.107216779357,1.0,0.0808924342515
Chuck Grassley,2.0,0.10576790395999999,2.0,0.10205035522900001
Jeff Flake,1.0,0.0967986753139,1.0,0.0817026050106
Roe,1.0,0.09410790672000001,1.0,0.060170759067699996
Dianne Feinstein,1.0,0.0902442389954,2.0,0.130001246417
Anthony Kennedy,1.0,0.0890713398648,1.0,0.0801134239063
Deborah Ramirez,1.0,0.08803642886710002,1.0,0.0677115792098
Wade,1.0,0.0815509866152,1.0,0.054437242926599995
George W. Bush,1.0,0.07685939009250001,1.0,0.0475196310607
Lisa Murkowski,1.0,0.073961639299,1.0,0.0522248535461
Clarence Thomas,1.0,0.0675451911136,1.0,0.0484232830612
Lindsey Graham,1.0,0.0664412860494,1.0,0.0627882338277
Neil Gorsuch,1.0,0.0609217607286,1.0,0.044278948024399994
Anita Hill,1.0,0.05809300400169999,1.0,0.030630686775500002
Mark Judge,1.0,0.055609217607300004,1.0,0.0458992895426
Julie Swetnick,1.0,0.054160342210599996,1.0,0.05808301134240001
Barack Obama,1.0,0.053953360011,1.0,0.0451202791973
Orrin Hatch,1.0,0.047191941492999996,1.0,0.024149320702999997
Hillary Clinton,1.0,0.0468469711605,1.0,0.07098342265989999
Robert Mueller,1.0,0.0451221194977,1.0,0.023681914495799997
Joe Manchin,1.0,0.044984131364699996,1.0,0.04247164402340001
Bill Clinton,1.0,0.0444321788326,1.0,0.0530661847189
Michael Avenatti,1.0,0.043190285635400005,1.0,0.0570235572728
Chuck Schumer,1.0,0.0390506416448,1.0,0.0585504175495
Obama,1.0,0.0364978611839,1.0,0.04228468154059999
Merrick Garland,1.0,0.033393128191,1.0,0.0185092858033
Kamala Harris,1.0,0.0331171519249,1.0,0.0334351240184
Rachel Mitchell,1.0,0.0324962053263,1.0,0.0282624953259
Christine Ford,1.0,0.0318752587277,1.0,0.059641032032900006
Antonin Scalia,1.0,0.030150407065,1.0,0.0218746104948
Cory Booker,1.0,0.0284945494687,1.0,0.0422535211268
Patrick Leahy,1.0,0.0276666206706,1.0,0.009410444970709999
Heidi Heitkamp,1.0,0.026631709673000003,1.0,0.0245544060825
Fox,1.0,0.0264937215399,1.0,0.0160164526985
Bush,1.0,0.0253208224093,1.0,0.0172005484233
Mike Pence,1.0,0.025182834276299998,1.0,0.0209086376667
Mazie Hirono,1.0,0.0249758520767,1.0,0.027763928705000003
Ted Cruz,1.0,0.0248378639437,1.0,0.0258943038764
John McCain,1.0,0.024285911411599997,1.0,0.0153932444223
John Roberts,1.0,0.0240789292121,1.0,0.0198180231833
Richard Blumenthal,1.0,0.0240789292121,1.0,0.0216253271843
John Cornyn,1.0,0.0234579826135,1.0,0.0177302754581
Dick Durbin,1.0,0.022078101283299997,1.0,0.018228842079
