left_bin,right_bin,count
0.0,1.0,6
1.0,0.0,13
1.0,1.0,73
2.0,1.0,1
2.0,2.0,1
2.0,3.0,1
3.0,3.0,1
6.0,5.0,1
6.0,6.0,1
7.0,6.0,1
10.0,10.0,1
