a1_bin,a2_bin,count
0.0,1.0,973
0.0,2.0,20
0.0,3.0,1
0.0,4.0,1
0.0,6.0,3
0.0,8.0,1
0.0,10.0,1
1.0,0.0,974
2.0,0.0,22
3.0,0.0,3
10.0,0.0,1
