a1_bin,a2_bin,count
0.0,1.0,952
0.0,2.0,22
0.0,3.0,4
0.0,4.0,3
0.0,5.0,1
0.0,7.0,1
0.0,8.0,1
0.0,9.0,1
1.0,0.0,929
1.0,1.0,6
1.0,2.0,2
1.0,10.0,1
2.0,0.0,34
2.0,1.0,3
3.0,0.0,12
3.0,1.0,1
3.0,3.0,1
4.0,0.0,9
4.0,1.0,1
7.0,0.0,1
