a1_bin,a2_bin,count
0.0,1.0,797
0.0,2.0,2
1.0,0.0,798
1.0,1.0,192
1.0,2.0,3
1.0,3.0,1
1.0,6.0,2
1.0,10.0,1
2.0,0.0,2
3.0,1.0,1
10.0,1.0,1
