a1_bin,a2_bin,count
0.0,1.0,137
1.0,0.0,164
1.0,1.0,101
1.0,2.0,6
2.0,1.0,1
2.0,3.0,3
2.0,4.0,1
2.0,8.0,1
3.0,2.0,1
4.0,1.0,2
4.0,3.0,1
5.0,1.0,1
7.0,3.0,1
10.0,3.0,1
