a1_bin,a2_bin,count
0.0,1.0,34
0.0,2.0,2
1.0,0.0,13
1.0,1.0,19
1.0,2.0,2
1.0,3.0,7
1.0,4.0,1
2.0,1.0,3
2.0,6.0,1
3.0,0.0,1
3.0,1.0,1
4.0,9.0,1
5.0,4.0,1
6.0,2.0,1
6.0,10.0,2
