a1_bin,a2_bin,count
0.0,1.0,446
0.0,2.0,2
1.0,0.0,564
1.0,1.0,104
1.0,2.0,7
1.0,3.0,1
1.0,5.0,2
1.0,10.0,1
2.0,0.0,8
2.0,3.0,1
3.0,4.0,1
10.0,1.0,1
