a1_bin,a2_bin,count
0.0,1.0,8
1.0,0.0,27
1.0,1.0,38
1.0,2.0,2
3.0,2.0,1
3.0,3.0,1
4.0,8.0,2
7.0,2.0,1
7.0,5.0,1
10.0,9.0,1
