a1_bin,a2_bin,count
0.0,1.0,837
0.0,2.0,7
0.0,5.0,1
1.0,0.0,819
1.0,1.0,128
1.0,2.0,6
2.0,0.0,22
2.0,1.0,12
2.0,2.0,4
3.0,0.0,4
3.0,1.0,1
4.0,4.0,1
6.0,4.0,1
10.0,2.0,2
