a1_bin,a2_bin,count
0.0,1.0,71
0.0,2.0,1
0.0,3.0,1
1.0,0.0,131
1.0,1.0,69
1.0,2.0,6
1.0,3.0,1
1.0,4.0,1
2.0,0.0,1
2.0,1.0,6
2.0,2.0,2
2.0,7.0,1
3.0,1.0,1
3.0,2.0,1
3.0,3.0,4
3.0,5.0,1
4.0,1.0,2
4.0,2.0,2
4.0,3.0,1
4.0,4.0,1
5.0,2.0,1
6.0,10.0,1
9.0,0.0,1
