a1_bin,a2_bin,count
0.0,1.0,917
0.0,2.0,11
0.0,5.0,4
1.0,0.0,925
1.0,1.0,63
1.0,2.0,2
1.0,3.0,1
1.0,10.0,1
2.0,0.0,5
3.0,0.0,2
3.0,1.0,1
