a1_bin,a2_bin,count
0.0,1.0,56
0.0,2.0,1
1.0,0.0,22
1.0,1.0,56
1.0,2.0,3
1.0,3.0,2
2.0,1.0,9
2.0,2.0,1
2.0,4.0,1
3.0,2.0,1
3.0,3.0,1
4.0,2.0,1
4.0,5.0,1
8.0,1.0,1
8.0,8.0,1
10.0,2.0,1
10.0,3.0,1
