a1_bin,a2_bin,count
0.0,1.0,747
1.0,0.0,746
1.0,1.0,243
1.0,2.0,4
1.0,3.0,1
1.0,10.0,1
2.0,2.0,3
3.0,2.0,1
4.0,0.0,1
