a1_bin,a2_bin,count
0.0,1.0,162
1.0,0.0,99
1.0,1.0,140
1.0,2.0,3
2.0,1.0,12
2.0,2.0,1
3.0,2.0,2
4.0,2.0,1
4.0,3.0,2
5.0,3.0,1
7.0,3.0,1
10.0,3.0,1
