a1_bin,a2_bin,count
0.0,1.0,754
0.0,2.0,1
1.0,0.0,755
1.0,1.0,239
1.0,2.0,1
1.0,10.0,1
2.0,1.0,1
2.0,3.0,1
3.0,2.0,1
7.0,1.0,1
