a1_bin,a2_bin,count
0.0,1.0,973
0.0,2.0,6
0.0,3.0,2
0.0,4.0,1
1.0,0.0,959
1.0,1.0,14
1.0,3.0,1
1.0,7.0,1
2.0,0.0,13
3.0,0.0,5
3.0,1.0,1
4.0,0.0,1
6.0,0.0,2
7.0,0.0,1
7.0,1.0,1
10.0,0.0,1
