a1_bin,a2_bin,count
0.0,1.0,984
0.0,2.0,7
0.0,3.0,2
0.0,6.0,1
0.0,8.0,1
1.0,0.0,977
1.0,1.0,3
1.0,10.0,2
2.0,0.0,11
3.0,0.0,5
4.0,0.0,1
5.0,0.0,1
