a1_bin,a2_bin,count
0.0,1.0,950
0.0,2.0,17
0.0,3.0,1
0.0,4.0,1
0.0,6.0,2
0.0,10.0,1
1.0,0.0,953
1.0,1.0,23
1.0,2.0,3
1.0,6.0,1
2.0,0.0,16
2.0,8.0,1
3.0,0.0,1
4.0,0.0,2
