a1_bin,a2_bin,count
0.0,1.0,828
1.0,0.0,828
1.0,1.0,163
1.0,2.0,1
1.0,4.0,1
2.0,1.0,1
2.0,2.0,1
3.0,1.0,3
4.0,1.0,1
10.0,1.0,1
