a1_bin,a2_bin,count
0.0,1.0,923
0.0,2.0,4
0.0,3.0,2
0.0,4.0,1
1.0,0.0,925
1.0,1.0,41
1.0,2.0,8
1.0,3.0,1
1.0,4.0,2
1.0,7.0,1
1.0,8.0,1
2.0,0.0,5
2.0,1.0,5
2.0,2.0,3
2.0,3.0,4
3.0,1.0,1
3.0,3.0,1
7.0,10.0,1
8.0,8.0,1
