a1_bin,a2_bin,count
0.0,1.0,5
1.0,0.0,21
1.0,1.0,54
1.0,2.0,1
2.0,2.0,1
2.0,3.0,1
3.0,2.0,2
6.0,6.0,1
6.0,10.0,2
10.0,10.0,1
