a1_bin,a2_bin,count
0.0,1.0,955
0.0,2.0,13
0.0,3.0,1
0.0,5.0,4
0.0,10.0,1
1.0,0.0,971
1.0,1.0,25
2.0,0.0,3
2.0,1.0,1
