a1_bin,a2_bin,count
0.0,1.0,707
0.0,2.0,1
0.0,3.0,1
0.0,9.0,1
1.0,0.0,708
1.0,1.0,274
1.0,2.0,3
1.0,3.0,2
1.0,6.0,2
2.0,0.0,2
2.0,2.0,3
3.0,2.0,2
3.0,6.0,1
4.0,3.0,2
7.0,1.0,1
10.0,1.0,1
