a1_bin,a2_bin,count
0.0,1.0,2
1.0,0.0,51
1.0,1.0,27
1.0,2.0,2
1.0,3.0,3
2.0,1.0,9
2.0,2.0,2
3.0,1.0,1
3.0,7.0,1
4.0,2.0,1
4.0,8.0,1
8.0,3.0,1
8.0,6.0,1
10.0,8.0,2
