a1_bin,a2_bin,count
0.0,1.0,941
0.0,2.0,14
0.0,3.0,1
0.0,4.0,1
0.0,5.0,1
0.0,6.0,1
1.0,0.0,888
1.0,1.0,16
1.0,2.0,5
1.0,3.0,3
2.0,0.0,41
2.0,1.0,8
2.0,3.0,1
3.0,0.0,15
3.0,1.0,1
4.0,0.0,7
4.0,1.0,3
4.0,2.0,1
5.0,0.0,6
5.0,1.0,2
6.0,0.0,1
6.0,1.0,1
10.0,0.0,1
