a1_bin,a2_bin,count
0.0,1.0,358
0.0,2.0,3
0.0,4.0,1
1.0,0.0,408
1.0,1.0,135
1.0,2.0,7
1.0,3.0,3
1.0,6.0,1
1.0,10.0,1
2.0,0.0,1
2.0,1.0,8
3.0,1.0,1
3.0,2.0,3
4.0,4.0,1
9.0,1.0,1
10.0,1.0,1
