a1_bin,a2_bin,count
0.0,1.0,954
0.0,2.0,2
1.0,0.0,949
1.0,1.0,37
2.0,0.0,4
2.0,1.0,1
3.0,0.0,3
3.0,1.0,4
5.0,1.0,1
10.0,1.0,1
