a1_bin,a2_bin,count
0.0,1.0,3
1.0,0.0,21
1.0,1.0,38
1.0,2.0,1
2.0,1.0,1
2.0,2.0,1
2.0,3.0,2
3.0,1.0,2
4.0,5.0,1
10.0,7.0,1
10.0,8.0,1
