a1_bin,a2_bin,count
0.0,1.0,488
0.0,2.0,4
0.0,10.0,1
1.0,0.0,434
1.0,1.0,75
1.0,5.0,1
2.0,0.0,4
2.0,1.0,2
3.0,2.0,1
4.0,1.0,1
5.0,1.0,1
10.0,1.0,1
