a1_bin,a2_bin,count
0.0,1.0,827
0.0,2.0,1
0.0,4.0,1
1.0,0.0,824
1.0,1.0,164
1.0,2.0,1
2.0,0.0,3
2.0,1.0,2
3.0,0.0,1
3.0,1.0,1
3.0,2.0,1
4.0,0.0,1
6.0,1.0,1
10.0,1.0,1
