a1_bin,a2_bin,count
0.0,1.0,103
1.0,0.0,81
1.0,1.0,160
1.0,2.0,9
2.0,1.0,1
2.0,2.0,3
2.0,3.0,2
2.0,4.0,1
3.0,3.0,1
3.0,5.0,1
4.0,2.0,1
4.0,4.0,1
4.0,8.0,1
5.0,4.0,1
6.0,4.0,1
10.0,9.0,1
