a1_bin,a2_bin,count
0.0,1.0,976
0.0,2.0,7
0.0,3.0,2
1.0,0.0,965
1.0,1.0,10
2.0,0.0,10
2.0,1.0,3
3.0,0.0,6
4.0,0.0,1
6.0,0.0,2
7.0,1.0,2
10.0,0.0,1
