a1_bin,a2_bin,count
0.0,1.0,32
1.0,0.0,17
1.0,1.0,23
1.0,2.0,3
1.0,3.0,3
2.0,0.0,1
2.0,1.0,1
2.0,2.0,1
4.0,1.0,3
6.0,1.0,1
7.0,6.0,1
9.0,7.0,1
9.0,8.0,1
10.0,2.0,1
