a1_bin,a2_bin,count
0.0,1.0,4
1.0,0.0,49
1.0,1.0,25
1.0,2.0,2
1.0,3.0,3
2.0,0.0,1
2.0,1.0,7
2.0,2.0,1
3.0,1.0,2
3.0,6.0,1
3.0,7.0,1
4.0,1.0,3
7.0,5.0,1
8.0,2.0,1
10.0,7.0,2
