a1_bin,a2_bin,count
0.0,1.0,776
1.0,0.0,776
1.0,1.0,216
1.0,2.0,1
1.0,3.0,1
1.0,6.0,1
2.0,1.0,3
3.0,1.0,1
10.0,1.0,1
