a1_bin,a2_bin,count
0.0,1.0,65
0.0,2.0,1
1.0,0.0,88
1.0,1.0,126
1.0,2.0,4
1.0,10.0,1
2.0,1.0,10
2.0,2.0,7
2.0,3.0,1
3.0,2.0,1
3.0,4.0,1
3.0,5.0,2
4.0,2.0,3
4.0,3.0,3
4.0,4.0,1
4.0,5.0,1
5.0,4.0,2
6.0,4.0,1
7.0,3.0,1
7.0,6.0,1
8.0,4.0,1
9.0,7.0,1
