a1_bin,a2_bin,count
0.0,1.0,760
0.0,2.0,3
0.0,3.0,2
0.0,10.0,1
1.0,0.0,764
1.0,1.0,214
1.0,2.0,5
1.0,3.0,1
1.0,7.0,2
2.0,0.0,1
2.0,1.0,4
2.0,2.0,2
3.0,0.0,1
3.0,1.0,2
3.0,3.0,1
3.0,7.0,1
4.0,0.0,1
8.0,4.0,1
9.0,1.0,1
