a1_bin,a2_bin,count
0.0,1.0,68
1.0,0.0,15
1.0,1.0,58
1.0,2.0,2
1.0,3.0,1
2.0,1.0,2
3.0,1.0,1
3.0,2.0,1
6.0,1.0,1
6.0,2.0,1
6.0,3.0,1
10.0,5.0,1
