a1_bin,a2_bin,count
0.0,1.0,944
0.0,2.0,5
0.0,3.0,3
0.0,10.0,1
1.0,0.0,947
1.0,1.0,44
1.0,3.0,1
2.0,0.0,4
2.0,1.0,1
3.0,1.0,1
8.0,0.0,2
