a1_bin,a2_bin,count
0.0,1.0,110
0.0,4.0,1
1.0,0.0,161
1.0,1.0,107
1.0,2.0,3
2.0,1.0,4
2.0,2.0,1
2.0,3.0,1
3.0,1.0,1
4.0,1.0,3
5.0,1.0,1
7.0,1.0,1
10.0,2.0,1
