a1_bin,a2_bin,count
0.0,1.0,972
0.0,2.0,5
0.0,3.0,1
1.0,0.0,971
1.0,1.0,13
1.0,2.0,2
2.0,0.0,3
2.0,1.0,2
3.0,0.0,4
3.0,1.0,3
5.0,1.0,1
10.0,1.0,1
