a1_bin,a2_bin,count
0.0,1.0,991
0.0,2.0,3
0.0,3.0,3
1.0,0.0,986
1.0,1.0,1
2.0,0.0,7
3.0,0.0,2
6.0,0.0,1
8.0,0.0,1
10.0,1.0,2
