a1_bin,a2_bin,count
0.0,1.0,773
1.0,0.0,773
1.0,1.0,213
2.0,1.0,2
2.0,2.0,3
3.0,2.0,3
3.0,3.0,3
3.0,4.0,1
5.0,3.0,1
10.0,8.0,1
