a1_bin,a2_bin,count
0.0,1.0,86
1.0,0.0,173
1.0,1.0,65
1.0,2.0,3
1.0,3.0,1
2.0,0.0,2
2.0,1.0,10
2.0,2.0,1
3.0,2.0,1
3.0,5.0,1
4.0,1.0,1
4.0,2.0,2
5.0,1.0,1
7.0,1.0,1
10.0,1.0,1
