a1_bin,a2_bin,count
0.0,1.0,320
1.0,0.0,251
1.0,1.0,226
1.0,2.0,7
1.0,3.0,2
1.0,8.0,1
1.0,10.0,1
2.0,2.0,1
2.0,5.0,1
3.0,2.0,1
