a1_bin,a2_bin,count
0.0,1.0,447
1.0,0.0,376
1.0,1.0,171
1.0,2.0,3
1.0,3.0,1
1.0,9.0,1
2.0,1.0,7
2.0,5.0,1
3.0,1.0,1
3.0,2.0,1
4.0,2.0,1
10.0,2.0,1
