a1_bin,a2_bin,count
0.0,1.0,6
1.0,0.0,16
1.0,1.0,21
1.0,2.0,4
2.0,1.0,4
2.0,3.0,1
3.0,2.0,2
5.0,6.0,1
6.0,4.0,1
6.0,7.0,1
6.0,10.0,1
7.0,10.0,1
