a1_bin,a2_bin,count
0.0,1.0,771
0.0,2.0,3
0.0,9.0,1
1.0,0.0,771
1.0,1.0,219
1.0,2.0,3
2.0,2.0,2
3.0,0.0,2
3.0,2.0,1
4.0,0.0,1
10.0,0.0,1
